epoch,loss,val_loss
0,2.77720968994,2.58594112278
1,2.35499915744,2.42521718052
2,2.21847129551,2.339930209
3,2.13771092529,2.27406813921
4,2.07801674672,2.22864779721
5,2.03743251789,2.20297860883
6,2.00734567267,2.17949730702
7,1.97785841577,2.16272002281
8,1.95598852761,2.14237923263
9,1.93621714808,2.1319736741
10,1.91909450534,2.12163194681
11,1.90575456743,2.10305873801
12,1.89074473459,2.08349841839
13,1.87721667967,2.07759340176
14,1.86623536832,2.08069627973
15,1.85792446481,2.06891898279
16,1.84722062812,2.07418499545
17,1.83845218603,2.0565762521
18,1.83021910773,2.06487920623
19,1.82066846752,2.05089963584
20,1.817088245,2.04512204297
21,1.80940493721,2.03623016474
22,1.80268186801,2.03197139657
23,1.7971824267,2.03441586345
24,1.78929573845,2.03329021623
25,1.78627902391,2.02544074704
26,1.78125913501,2.0163290488
27,1.7756380048,2.02257983428
28,1.7703645018,2.02122807232
29,1.76602554605,2.02818736668
30,1.76302893622,2.01817367685
31,1.75901051509,2.0096714133
32,1.75407309665,2.01145198157
33,1.7499364673,2.00875186166
34,1.74559689422,2.00186591315
35,1.74379360682,2.00214359151
36,1.73899428836,2.00564316228
37,1.73585057848,2.0055665331
38,1.7348307297,2.01486869717
39,1.72898066566,1.99653756233
40,1.72604791479,2.00196400651
41,1.72485997515,2.00117143062
42,1.71926903314,1.99755080747
43,1.7184899262,1.9957570765
44,1.71550730772,2.00537193402
45,1.71332107692,2.00005611005
46,1.70932057054,1.98628972878
47,1.70914233846,1.98383090296
48,1.70601883093,1.99725961685
49,1.70313257138,1.98565859573
